k,new_prime,primorial,residue,parent_residue_mod_previous,reflection_residue,birth_type,previous_open_gap_count,previous_uncovered_measure_fraction,previous_open_gap_boundary_endpoints,new_prime_remainder,new_prime_closed_arc_boundary_endpoints,containment_margin_fraction,uses_endpoint_touching
7,17,510510,480568,88,29942,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,480782,302,29728,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,481011,531,29499,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,482661,2181,27849,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,482889,2409,27621,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,483424,2944,27086,strict_single_gap_birth,1,1/55,15/22-7/10,12,23/34-25/34,1/187,False
7,17,510510,484581,4101,25929,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,485319,4839,25191,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,486459,5979,24051,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,488151,7671,22359,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,489291,8811,21219,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,490029,9549,20481,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,490191,9711,20319,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,491721,11241,18789,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,491949,11469,18561,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,493599,13119,16911,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,493828,13348,16682,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,494042,13562,16468,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,495291,14811,15219,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,497169,16689,13341,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,498076,17596,12434,strict_single_gap_birth,1,2/143,15/26-13/22,10,19/34-21/34,4/221,False
7,17,510510,498326,17846,12184,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,498579,18099,11931,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,498861,18381,11649,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,499132,18652,11378,strict_single_gap_birth,1,7/143,15/22-19/26,12,23/34-25/34,1/221,False
7,17,510510,500458,19978,10052,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,500672,20192,9838,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,500739,20259,9771,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,501411,20931,9099,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,502431,21951,8079,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,502551,22071,7959,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,502779,22299,7731,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,504309,23829,6201,strict_single_gap_birth,1,1/77,3/14-5/22,4,7/34-9/34,1/119,False
7,17,510510,505209,24729,5301,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,505287,24807,5223,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,506001,25521,4509,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,507021,26541,3489,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,507088,26608,3422,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,507302,26822,3208,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,507879,27399,2631,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,508389,27909,2121,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,509181,28701,1329,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,509265,28785,1245,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
