seed_n,control_role,complete_n,control_n,metric,complete_value,control_value,delta_complete_minus_control
983439,local_mod210_control,983439,983229,circular_residue_distance,7.0,7.0,0.0
983439,local_mod210_control,983439,983229,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
983919,local_any_control,983919,983918,circular_residue_distance,23.0,24.0,-1.0
983919,local_any_control,983919,983918,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
983919,local_mod210_control,983919,983709,circular_residue_distance,23.0,30.0,-7.0
983919,local_mod210_control,983919,983709,normalized_residue_distance,2.371209801550359e-06,3.092882349848294e-06,-7.216725482979351e-07
984051,local_any_control,984051,984050,circular_residue_distance,7.0,8.0,-1.0
984051,local_any_control,984051,984050,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
984051,local_mod210_control,984051,983841,circular_residue_distance,7.0,7.0,0.0
984051,local_mod210_control,984051,983841,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
984152,local_any_control,984152,984151,circular_residue_distance,26.0,27.0,-1.0
984152,local_any_control,984152,984151,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
984152,local_mod210_control,984152,984362,circular_residue_distance,26.0,19.0,7.0
984152,local_mod210_control,984152,984362,normalized_residue_distance,2.680498036535188e-06,1.958825488237253e-06,7.216725482979351e-07
984476,local_any_control,984476,984475,circular_residue_distance,2.0,3.0,-1.0
984476,local_any_control,984476,984475,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
984476,local_mod210_control,984476,984266,circular_residue_distance,2.0,2.0,0.0
984476,local_mod210_control,984476,984266,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
984519,local_any_control,984519,984518,circular_residue_distance,11.0,10.0,1.0
984519,local_any_control,984519,984518,normalized_residue_distance,1.1340568616110413e-06,1.0309607832827647e-06,1.030960783282766e-07
984519,local_mod210_control,984519,984309,circular_residue_distance,11.0,37.0,-26.0
984519,local_mod210_control,984519,984309,normalized_residue_distance,1.1340568616110413e-06,3.8145548981462296e-06,-2.6804980365351885e-06
984808,local_any_control,984808,984807,circular_residue_distance,30.0,31.0,-1.0
984808,local_any_control,984808,984807,normalized_residue_distance,3.092882349848294e-06,3.1959784281765704e-06,-1.0309607832827638e-07
984808,local_mod210_control,984808,984598,circular_residue_distance,30.0,4.0,26.0
984808,local_mod210_control,984808,984598,normalized_residue_distance,3.092882349848294e-06,4.123843133131059e-07,2.680498036535188e-06
985078,local_any_control,985078,985077,circular_residue_distance,30.0,31.0,-1.0
985078,local_any_control,985078,985077,normalized_residue_distance,3.092882349848294e-06,3.1959784281765704e-06,-1.0309607832827638e-07
985078,local_mod210_control,985078,984868,circular_residue_distance,30.0,30.0,0.0
985078,local_mod210_control,985078,984868,normalized_residue_distance,3.092882349848294e-06,3.092882349848294e-06,0.0
985324,local_any_control,985324,985323,circular_residue_distance,2.0,1.0,1.0
985324,local_any_control,985324,985323,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
985324,local_mod210_control,985324,985114,circular_residue_distance,2.0,2.0,0.0
985324,local_mod210_control,985324,985114,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
985406,local_any_control,985406,985405,circular_residue_distance,62.0,63.0,-1.0
985406,local_any_control,985406,985405,normalized_residue_distance,6.391956856353141e-06,6.495052934681417e-06,-1.0309607832827638e-07
985406,local_mod210_control,985406,985196,circular_residue_distance,62.0,28.0,34.0
985406,local_mod210_control,985406,985196,normalized_residue_distance,6.391956856353141e-06,2.8866901931917413e-06,3.5052666631613996e-06
985641,local_any_control,985641,985640,circular_residue_distance,49.0,48.0,1.0
985641,local_any_control,985641,985640,normalized_residue_distance,5.051707838085547e-06,4.948611759757271e-06,1.0309607832827638e-07
985641,local_mod210_control,985641,985431,circular_residue_distance,49.0,37.0,12.0
985641,local_mod210_control,985641,985431,normalized_residue_distance,5.051707838085547e-06,3.8145548981462296e-06,1.2371529399393175e-06
985978,local_any_control,985978,985977,circular_residue_distance,26.0,25.0,1.0
985978,local_any_control,985978,985977,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
985978,local_mod210_control,985978,985768,circular_residue_distance,26.0,26.0,0.0
985978,local_mod210_control,985978,985768,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
986038,local_any_control,986038,986037,circular_residue_distance,86.0,85.0,1.0
986038,local_any_control,986038,986037,normalized_residue_distance,8.866262736231776e-06,8.7631666579035e-06,1.0309607832827554e-07
986038,local_mod210_control,986038,986248,circular_residue_distance,86.0,4.0,82.0
986038,local_mod210_control,986038,986248,normalized_residue_distance,8.866262736231776e-06,4.123843133131059e-07,8.45387842291867e-06
986080,local_any_control,986080,986079,circular_residue_distance,78.0,79.0,-1.0
986080,local_any_control,986080,986079,normalized_residue_distance,8.041494109605565e-06,8.144590187933842e-06,-1.0309607832827723e-07
986080,local_mod210_control,986080,985870,circular_residue_distance,78.0,42.0,36.0
986080,local_mod210_control,986080,985870,normalized_residue_distance,8.041494109605565e-06,4.3300352897876115e-06,3.7114588198179532e-06
986132,local_any_control,986132,986131,circular_residue_distance,26.0,27.0,-1.0
986132,local_any_control,986132,986131,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
986132,local_mod210_control,986132,986342,circular_residue_distance,26.0,26.0,0.0
986132,local_mod210_control,986132,986342,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
986164,local_any_control,986164,986163,circular_residue_distance,2.0,1.0,1.0
986164,local_any_control,986164,986163,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
986164,local_mod210_control,986164,985954,circular_residue_distance,2.0,2.0,0.0
986164,local_mod210_control,986164,985954,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
986398,local_any_control,986398,986397,circular_residue_distance,26.0,25.0,1.0
986398,local_any_control,986398,986397,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
986398,local_mod210_control,986398,986188,circular_residue_distance,26.0,26.0,0.0
986398,local_mod210_control,986398,986188,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
986522,local_any_control,986522,986521,circular_residue_distance,19.0,20.0,-1.0
986522,local_any_control,986522,986521,normalized_residue_distance,1.958825488237253e-06,2.0619215665655294e-06,-1.0309607832827638e-07
986522,local_mod210_control,986522,986312,circular_residue_distance,19.0,53.0,-34.0
986522,local_mod210_control,986522,986312,normalized_residue_distance,1.958825488237253e-06,5.464092151398653e-06,-3.5052666631613996e-06
986559,local_any_control,986559,986558,circular_residue_distance,18.0,17.0,1.0
986559,local_any_control,986559,986558,normalized_residue_distance,1.8557294099089764e-06,1.7526333315807e-06,1.0309607832827638e-07
986559,local_mod210_control,986559,986349,circular_residue_distance,18.0,19.0,-1.0
986559,local_mod210_control,986559,986349,normalized_residue_distance,1.8557294099089764e-06,1.958825488237253e-06,-1.030960783282766e-07
986732,local_any_control,986732,986731,circular_residue_distance,56.0,57.0,-1.0
986732,local_any_control,986732,986731,normalized_residue_distance,5.773380386383483e-06,5.876476464711759e-06,-1.0309607832827638e-07
986732,local_mod210_control,986732,986942,circular_residue_distance,56.0,30.0,26.0
986732,local_mod210_control,986732,986942,normalized_residue_distance,5.773380386383483e-06,3.092882349848294e-06,2.6804980365351885e-06
986878,local_any_control,986878,986877,circular_residue_distance,34.0,35.0,-1.0
986878,local_any_control,986878,986877,normalized_residue_distance,3.5052666631614e-06,3.6083627414896764e-06,-1.0309607832827638e-07
986878,local_mod210_control,986878,986668,circular_residue_distance,34.0,86.0,-52.0
986878,local_mod210_control,986878,986668,normalized_residue_distance,3.5052666631614e-06,8.866262736231776e-06,-5.360996073070375e-06
987392,local_any_control,987392,987391,circular_residue_distance,26.0,27.0,-1.0
987392,local_any_control,987392,987391,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
987392,local_mod210_control,987392,987182,circular_residue_distance,26.0,26.0,0.0
987392,local_mod210_control,987392,987182,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
987424,local_any_control,987424,987423,circular_residue_distance,2.0,1.0,1.0
987424,local_any_control,987424,987423,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
987424,local_mod210_control,987424,987214,circular_residue_distance,2.0,2.0,0.0
987424,local_mod210_control,987424,987214,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
987501,local_any_control,987501,987500,circular_residue_distance,23.0,22.0,1.0
987501,local_any_control,987501,987500,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
987501,local_mod210_control,987501,987291,circular_residue_distance,23.0,11.0,12.0
987501,local_mod210_control,987501,987291,normalized_residue_distance,2.371209801550359e-06,1.1340568616110413e-06,1.2371529399393177e-06
987889,local_any_control,987889,987888,circular_residue_distance,13.0,14.0,-1.0
987889,local_any_control,987889,987888,normalized_residue_distance,1.340249018267594e-06,1.4433450965958706e-06,-1.030960783282766e-07
987889,local_mod210_control,987889,987679,circular_residue_distance,13.0,47.0,-34.0
987889,local_mod210_control,987889,987679,normalized_residue_distance,1.340249018267594e-06,4.845515681428994e-06,-3.5052666631614004e-06
988412,local_any_control,988412,988411,circular_residue_distance,56.0,57.0,-1.0
988412,local_any_control,988412,988411,normalized_residue_distance,5.773380386383483e-06,5.876476464711759e-06,-1.0309607832827638e-07
988412,local_mod210_control,988412,988202,circular_residue_distance,56.0,30.0,26.0
988412,local_mod210_control,988412,988202,normalized_residue_distance,5.773380386383483e-06,3.092882349848294e-06,2.6804980365351885e-06
988881,local_any_control,988881,988880,circular_residue_distance,7.0,8.0,-1.0
988881,local_any_control,988881,988880,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
988881,local_mod210_control,988881,988671,circular_residue_distance,7.0,7.0,0.0
988881,local_mod210_control,988881,988671,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
989038,local_any_control,989038,989037,circular_residue_distance,60.0,61.0,-1.0
989038,local_any_control,989038,989037,normalized_residue_distance,6.185764699696588e-06,6.2888607780248645e-06,-1.0309607832827638e-07
989038,local_mod210_control,989038,988828,circular_residue_distance,60.0,22.0,38.0
989038,local_mod210_control,989038,988828,normalized_residue_distance,6.185764699696588e-06,2.2681137232220826e-06,3.917650976474506e-06
989548,local_any_control,989548,989547,circular_residue_distance,4.0,5.0,-1.0
989548,local_any_control,989548,989547,normalized_residue_distance,4.123843133131059e-07,5.154803916413823e-07,-1.0309607832827644e-07
989548,local_mod210_control,989548,989338,circular_residue_distance,4.0,26.0,-22.0
989548,local_mod210_control,989548,989338,normalized_residue_distance,4.123843133131059e-07,2.680498036535188e-06,-2.268113723222082e-06
989582,local_any_control,989582,989581,circular_residue_distance,30.0,29.0,1.0
989582,local_any_control,989582,989581,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
989582,local_mod210_control,989582,989372,circular_residue_distance,30.0,60.0,-30.0
989582,local_mod210_control,989582,989372,normalized_residue_distance,3.092882349848294e-06,6.185764699696588e-06,-3.092882349848294e-06
989979,local_any_control,989979,989978,circular_residue_distance,37.0,36.0,1.0
989979,local_any_control,989979,989978,normalized_residue_distance,3.8145548981462296e-06,3.711458819817953e-06,1.0309607832827681e-07
989979,local_mod210_control,989979,989769,circular_residue_distance,37.0,19.0,18.0
989979,local_mod210_control,989979,989769,normalized_residue_distance,3.8145548981462296e-06,1.958825488237253e-06,1.8557294099089766e-06
990028,local_any_control,990028,990027,circular_residue_distance,23.0,24.0,-1.0
990028,local_any_control,990028,990027,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
990028,local_mod210_control,990028,989818,circular_residue_distance,23.0,11.0,12.0
990028,local_mod210_control,990028,989818,normalized_residue_distance,2.371209801550359e-06,1.1340568616110413e-06,1.2371529399393177e-06
990261,local_any_control,990261,990260,circular_residue_distance,49.0,48.0,1.0
990261,local_any_control,990261,990260,normalized_residue_distance,5.051707838085547e-06,4.948611759757271e-06,1.0309607832827638e-07
990261,local_mod210_control,990261,990471,circular_residue_distance,49.0,23.0,26.0
990261,local_mod210_control,990261,990471,normalized_residue_distance,5.051707838085547e-06,2.371209801550359e-06,2.680498036535188e-06
990272,local_any_control,990272,990271,circular_residue_distance,60.0,59.0,1.0
990272,local_any_control,990272,990271,normalized_residue_distance,6.185764699696588e-06,6.082668621368312e-06,1.0309607832827638e-07
990272,local_mod210_control,990272,990062,circular_residue_distance,60.0,11.0,49.0
990272,local_mod210_control,990272,990062,normalized_residue_distance,6.185764699696588e-06,1.1340568616110413e-06,5.051707838085547e-06
